id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
272	18																																																	2/3	0.3333333333333333	0.6666666666666666	D	('P5', 'm7')										1/3	0.0	1.0
272	19																																					1/3	0.0	1.0										1/3	0.0	1.0	D	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	20																																																				G	()												
272	21																																								1/3	0.0	1.0				2/3	0.5	0.5				D	('M6', 'P4')												
272	22																																								1/3	0.0	1.0				2/3	0.0	1.0				D	('M6', 'P4')												
272	23																																																				A	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
272	24																																								2/3	0.3333333333333333	0.6666666666666666				1/3	0.0	1.0				C	('M6', 'P4')												
272	25																																								1/3	0.0	1.0				2/3	0.0	1.0				C	('M6', 'P4')												
272	26																																					1	0.0	1.0													C	('M3',)												
272	27																																					2/5	0.0	1.0										3/5	0.0	1.0	C	('M3', 'P5')												
272	28																																					1/3	0.0	1.0										2/3	0.0	1.0	C	('M3', 'P5')												
272	29																																					1	0.0	1.0													G	('M3',)												
272	30																																																	2/3	0.3333333333333333	0.6666666666666666	G	('P5', 'm7')										1/3	0.0	1.0
272	31																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	32																																																				C	()												
272	33																																								1/3	0.0	1.0				2/3	0.5	0.5				G	('M6', 'P4')												
272	34																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
272	35																																					1/2	0.0	1.0										1/2	1.0	0.0	G	('M3', 'P5')												
272	36																																		1/2	0.0	1.0				1/2	0.5	0.5										F	('M2', 'M6')												
272	37										1/6	0.0	1.0																						1/3	0.0	1.0				1/2	0.5	0.5										F	('A4', 'M2', 'M6')												
272	38																																																				C	()												
272	39																																																				E	('m3', 'm6')				3/5	0.5	0.5	2/5	0.0	1.0			
272	40																																																				E	('m3', 'm6')				3/5	0.0	1.0	2/5	0.0	1.0			
272	41																																																				G	('m7',)										1	0.0	1.0
272	42																																					1/6	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	43																																					1/6	1.0	0.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	44																																					1	1.0	0.0													C	('M3',)												
272	45																																								2/5	0.0	1.0				3/5	0.5	0.5				G	('M6', 'P4')												
272	46																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
272	47																																					1/2	0.0	1.0										1/2	1.0	0.0	G	('M3', 'P5')												
272	48																																		2/5	0.0	1.0				3/5	0.5	0.5										F	('M2', 'M6')												
272	49										1/6	0.0	1.0																						1/3	0.0	1.0				1/2	0.5	0.5										F	('A4', 'M2', 'M6')												
272	50																																																				C	()												
272	51																																																				E	('m3', 'm6')				3/5	0.5	0.5	2/5	0.0	1.0			
272	52																																																				E	('m3', 'm6')				3/5	0.0	1.0	2/5	0.0	1.0			
272	53																																																				G	('m7',)										1	0.0	1.0
272	54																																					1/6	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	55																																					1/6	1.0	0.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
272	56																																																				C	()												
272	57																																								1/3	0.0	1.0				2/3	0.5	0.5				G	('M6', 'P4')												
273	0																																																				C	()												
273	1																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
273	2																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
273	3																																								1/2	0.0	1.0				1/2	1.0	0.0				D	('M6', 'P4')												
273	4																																					1/2	0.5	0.5													G	('M3', 'm7')										1/2	0.0	1.0
273	5																																					1/3	0.0	1.0													G	('M3', 'm7')										2/3	0.0	1.0
273	6																																		1/2	1.0	0.0	1/2	0.0	1.0													G	('M2', 'M3')												
273	7																																					1/5	1.0	0.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
273	8																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
273	9																																					1/2	1.0	0.0										1/2	0.0	1.0	C	('M3', 'P5')												
273	10																																								2/5	0.0	1.0				2/5	0.0	1.0	1/5	0.0	1.0	G	('M6', 'P4', 'P5')												
273	11																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
273	12																																																				C	()												
273	13																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
273	14																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
273	15																																								1/2	0.0	1.0				1/2	1.0	0.0				D	('M6', 'P4')												
273	16																																					1/2	0.5	0.5													G	('M3', 'm7')										1/2	0.0	1.0
273	17																																					1/3	0.0	1.0													G	('M3', 'm7')										2/3	0.0	1.0
273	18																																		1/2	1.0	0.0	1/2	0.0	1.0													G	('M2', 'M3')												
273	19																																					1/5	1.0	0.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
273	20																																					1/5	1.0	0.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
273	21																																																				C	()												
273	22																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
273	23																																																				A	('m3',)				1	0.0	1.0						
273	24																																														2/5	0.0	1.0				E	('P4', 'm6', 'm7')							2/5	0.0	1.0	1/5	1.0	0.0
273	25																																														2/5	0.0	1.0				E	('P4', 'm6')							3/5	0.0	1.0			
273	26																																																				E	()												
273	27																																					2/5	0.0	1.0										3/5	0.0	1.0	E	('M3', 'P5')												
273	28																																					1/3	0.0	1.0										2/3	0.0	1.0	E	('M3', 'P5')												
273	29																																																				A	()												
273	30																																					2/5	0.0	1.0	2/5	0.0	1.0	1/5	1.0	0.0							C	('M3', 'M6', 'M7')												
273	31																																					2/5	0.0	1.0	3/5	0.0	1.0										C	('M3', 'M6')												
273	32																																																	1	0.5	0.5	E	('P5',)												
273	33																																								3/5	0.0	1.0				2/5	0.0	1.0				B	('M6', 'P4')												
273	34																																								2/3	0.0	1.0				1/3	0.0	1.0				B	('M6', 'P4')												
273	35																																																				G	()												
273	36																																		1/6	1.0	0.0	1/6	0.0	1.0										1/3	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/3	0.0	1.0
273	37																																					1/5	1.0	0.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
273	38																																																				C	()												
273	39																																								2/5	0.0	1.0				3/5	0.5	0.5				G	('M6', 'P4')												
273	40																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
273	41																																																				G	()												
273	42																																		1/6	1.0	0.0	1/6	0.0	1.0										1/3	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/3	0.0	1.0
273	43																																					1/5	1.0	0.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
273	44																																																				C	()												
273	45																																								1/3	0.0	1.0				2/3	0.5	0.5				G	('M6', 'P4')												
274	0																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
274	1																																								2/3	0.3333333333333333	0.6666666666666666				1/3	0.0	1.0				G	('M6', 'P4')												
274	2																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
274	3																																		1/3	0.0	1.0	1/3	1.0	0.0										1/3	0.0	1.0	C	('M2', 'M3', 'P5')												
274	4																																								1/3	0.5	0.5				2/3	0.3333333333333333	0.6666666666666666				G	('M6', 'P4')												
274	5																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
274	6																												1/2	0.0	1.0																						B	('D5', 'm6', 'm7')							1/4	1.0	0.0	1/4	0.0	1.0
274	7																																																	1/3	0.0	1.0	G	('P5', 'm7')										2/3	0.3333333333333333	0.6666666666666666
274	8																																																	1/3	0.0	1.0	G	('P5', 'm7')										2/3	0.0	1.0
274	9																																								1/3	0.0	1.0				1/3	0.0	1.0	1/3	1.0	0.0	G	('M6', 'P4', 'P5')												
274	10																																					1/3	0.0	1.0										1/3	0.5	0.5	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
274	11																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
274	12																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
274	13																																								2/3	0.3333333333333333	0.6666666666666666				1/3	0.0	1.0				G	('M6', 'P4')												
274	14																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
274	15										1/6	0.0	1.0																						1/6	0.0	1.0													1/2	0.5	0.5	A	('A4', 'M2', 'P5', 'm3')				1/6	1.0	0.0						
274	16																																																	3/5	0.4	0.6	A	('P5', 'm3')				2/5	0.3333333333333333	0.6666666666666666						
274	17																																																	3/5	0.0	1.0	A	('P5', 'm3')				2/5	0.0	1.0						
274	18																																					2/5	1.0	0.0							1/5	0.0	1.0	1/5	1.0	0.0	E	('M3', 'P4', 'P5', 'm6')							1/5	0.0	1.0			
274	19																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	E	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	20																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	E	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	21																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
274	22																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
274	23																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	C	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	24																																					1/4	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	25																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	F	('M3', 'M6', 'P4', 'P5')												
274	26																																								2/3	0.3333333333333333	0.6666666666666666				1/3	0.0	1.0				C	('M6', 'P4')												
274	27																																								2/3	0.0	1.0				1/3	0.0	1.0				C	('M6', 'P4')												
274	28																																					1/4	1.0	0.0							1/4	0.0	1.0	1/4	1.0	0.0	A	('M3', 'P4', 'P5', 'm6')							1/4	0.0	1.0			
274	29																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	A	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	30																																					1/4	0.0	1.0										1/2	0.0	1.0	A	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	31																																		1/5	0.0	1.0										1/5	0.0	1.0	2/5	0.0	1.0	D	('M2', 'P4', 'P5', 'm3')				1/5	1.0	0.0						
274	32																																														1/2	0.3333333333333333	0.6666666666666666				A	('P4', 'm6')							1/2	0.3333333333333333	0.6666666666666666			
274	33																																														1/2	0.0	1.0				A	('P4', 'm6')							1/2	0.0	1.0			
274	34																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	G	('M3', 'M6', 'P4', 'P5')												
274	35																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	36																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	37																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
274	38																																								2/3	0.3333333333333333	0.6666666666666666				1/3	0.0	1.0				G	('M6', 'P4')												
274	39																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
274	40																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	G	('M3', 'M6', 'P4', 'P5')												
274	41																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	42																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
274	43																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
274	44																																								1/2	0.5	0.5				1/2	0.5	0.5				G	('M6', 'P4')												
275	0																																					6/13	0.5	0.5										7/13	0.0	1.0	C	('M3', 'P5')												
